Municipio,escuelas/100_alumnos_priv,escuelas/100_alumnos_pub,unidadEsc/100_alumnos_priv,unidadEsc/100_alumnos_pub,profesores/100_alumnos_pub,profesores/100_alumnos_priv,bibliotecas/100_alumnos,idiomas/10_alumnos,actividades/10_alumnos,Magnitud6,Magnitud7,Magnitud8,Magnitud10,Magnitud12,Magnitud14,Magnitud83,Magnitud88,Magnitud89,Total_x,frac_extranjeros,frac_young,frac_old,frac_HighEduc,edadMedia,densidad,serviciosOcio,serviciosGenerales,familiares,antiguedadFamiliares,superficieFamiliares,unidadesUrbanasResidenciales,1-3p,4+p,size,rooms,price,priceByArea_x,bathrooms,hasLift,parkingSpace,newDevelopment,propertyType,pisoBajo,numHouses,centros_100,farmacias_100,centrosSociales_10,clinicaDental_10,otroConsulta_100,consultaPrimaria_100,orgNoSanitaria_100,distanciaCentro_x,Bus_100,estacionTren_100,servicioCoches_100,estacionBus_100,trabajadoresLugarTrabajo,paro_100,rentaBruta,pensionMedia,trabajadores_100,contratos_100,pensionistas_100,ocupadosColectivos_100,funcionario_100,organizaciones_100,grupo,priceByArea_y,Total_y,distanciaCentro_y
Corpa,49.0983173689666,67.6592437699681,48.7297670605121,56.60943488151297,55.48269235529726,48.46789721672274,48.9251581669976,50.0,48.96177193079584,95.4002493838526,47.64108417247635,42.18699491585716,47.41250383643788,44.43102244469432,49.07094160469786,81.50406569145613,31.74048102010533,100.0,42.68687419816259,41.680787589168126,61.34665419869385,58.06737211696839,27.68197410278441,67.49017094017097,52.039409229197474,47.3995185955086,39.9339341065339,41.17400840072774,53.95814816830217,45.66241444536838,38.42351058610897,39.48763933667798,63.07505351968214,58.08756809492054,40.08241852924479,55.77835024747672,66.93879139927479,69.34089526685754,50.0,63.93085738762642,48.96437448218724,59.94121132447005,50.0,39.86083499005965,41.34370401936461,53.96679301204706,49.29190100351213,44.68278662862529,46.383235266670944,42.00382079550833,45.38339361471625,80.61065253993675,41.58285076911151,48.77222343132031,48.737630310809,49.90608364515538,43.18475840904989,38.18602600837557,43.37607048645531,52.63437608811186,48.98552332779086,49.09128441804532,50.093916354844616,39.759463650802914,48.01257739885215,37.035600275649685,1,971.418,764,46.516
Estremera,49.0983173689666,44.64929395924512,48.7297670605121,54.836944476346005,49.61688240681878,48.46789721672274,48.9251581669976,50.0,63.02786310890981,95.4002493838526,47.64108417247635,42.18699491585716,47.41250383643788,44.43102244469432,49.07094160469786,81.50406569145613,31.74048102010533,100.0,61.02480350375296,73.4157108410239,53.42409158601616,46.38085511884267,20.344464070776542,48.24017094017097,54.92731460370512,48.46271981538662,43.015337486884285,36.731513672228175,43.98357246074502,50.07767309678067,46.96350078298269,39.395451429859165,48.52909491222061,100.0,65.43216453610276,75.98204257680513,100.0,53.33915020527503,41.51070243542756,63.93085738762642,48.96437448218724,8.867043095335807,0.0,48.60834990059642,38.9702401909752,46.58888227925119,50.95215210833823,100.0,46.383235266670944,40.11613270134452,66.33912698665844,43.65375138598005,40.774604609710885,48.77222343132031,49.00828269608684,53.62413607178891,100.0,44.51179193299537,37.67176944800138,44.19123890507694,48.48514800853244,49.3683021196095,46.37586392821109,71.35798429090367,48.01257739885215,48.7643864176609,1,447.5384615384616,1410,72.696
Fresnedillas de la Oliva,49.0983173689666,43.83447045456235,48.7297670605121,48.54699879530761,48.94707032486414,48.46789721672274,48.9251581669976,50.0,60.59480949972256,86.20790396962664,53.81579486372502,54.93637750583428,33.79682824795955,54.53703584796099,58.67543835972757,91.78286529666052,82.024200214645,11.888699761381943,71.6414994175158,96.898498847926,76.70689511979083,62.44244891522049,50.655599840162125,70.1226495726496,43.76058161216525,48.23982897669021,42.369348213200965,34.78575976894379,58.91633866004003,45.75036780495826,37.88246690131415,34.42389629158813,62.19650277290339,62.12955483319448,60.58053850608209,16.670336191485987,13.79984981121254,54.74281205278226,50.0,60.17021871776603,48.96437448218724,59.94121132447005,50.0,55.16898608349901,38.381775769987925,44.75964101779212,47.77439776296571,44.68278662862529,63.72453193210305,39.285519242772,45.38339361471625,47.80822656153752,40.039073421489526,48.77222343132031,48.9515427902046,36.52118861056757,51.52461038570311,37.95459554771875,48.81636794483921,55.70589061765048,51.50511179642003,49.04655142649597,63.47881138943243,41.6991229751961,61.5070705024616,42.46333698802526,1,1813.444210526316,1784,69.753
Fresno de Torote,49.0983173689666,42.86842017900288,48.7297670605121,49.55405843948255,45.70336184668045,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,90.37684514768554,42.81927155604664,67.59609970535743,63.5034149616595,53.78799710899991,66.6675213675214,40.25188832396292,48.01290391466899,39.9339341065339,35.80188727601517,70.57856136595866,55.56596273518954,36.95329978155309,32.64781238726301,72.82656927465192,82.174264243178,85.73390917362971,0.0,18.95249709193644,86.6761190835719,50.0,63.93085738762642,48.96437448218724,59.94121132447005,50.0,37.67395626242545,37.78266040925428,42.89729131721162,47.46744923996697,44.68278662862529,59.0415303776083,37.98271006237831,45.38339361471625,79.94153217527,38.615513470612726,48.77222343132031,49.04992152459112,25.09249111902424,55.46287381912269,44.82036588053779,57.08142927287278,57.319258892737366,45.43689536006701,49.02847202466527,74.90750888097575,40.55150853101992,48.01257739885215,39.24325272210151,1,1731.7966666666664,2444,46.99
Fuentidueña de Tajo,49.0983173689666,43.71208695042316,48.7297670605121,49.79416287337365,47.52085345926037,48.46789721672274,54.27330914427534,50.0,48.96177193079584,95.4002493838526,47.64108417247635,42.18699491585716,47.41250383643788,44.43102244469432,49.07094160469786,81.50406569145613,31.74048102010533,100.0,84.86978897851445,50.49727581542554,57.59010365723472,52.004784189422,26.0248891949217,56.00598290598293,50.07026996695796,48.73206412442238,44.07181864586156,45.23036477005103,51.49069186724952,60.87834565441867,42.73341092710491,44.903626343112656,54.69032597295443,55.60080611106608,68.87398365155573,59.31201782378172,65.03749542146049,35.45841235237032,50.0,63.93085738762642,48.96437448218724,49.88114788539816,50.0,58.4493041749503,37.92229100177176,43.33133292123323,48.44021603010066,62.01551348498927,60.13295671161799,38.63695967166128,47.25943069753774,56.374096546343054,40.19764747754076,48.77222343132031,49.07684796702389,53.646660342213714,58.706149587821166,27.92594225258982,38.59503760725005,49.426454328318094,44.79696153608852,49.09108699092493,46.353339657786286,44.87643135989745,48.01257739885215,44.84716055448862,1,1001.5454545454544,2250,63.685
Garganta de los Montes,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,32.21211272174952,33.74585682744862,35.000079636276624,46.13164904373639,58.189069811245794,45.50897435897439,56.91631907918287,47.3995185955086,49.36202546196402,68.0622767091537,48.23178731868944,57.096351192053575,59.57585185268122,65.97465287047339,45.749374261744144,51.0670381749308,71.46781834725942,37.05471040386832,36.04730520768026,86.6761190835719,50.0,63.93085738762642,48.96437448218724,59.94121132447005,50.0,37.67395626242545,56.20312977383002,69.01030586687472,46.63775808083096,44.68278662862529,46.383235266670944,58.78300210623038,45.38339361471625,34.30582932939099,58.13957337559057,48.77222343132031,48.737630310809,60.504374055188094,42.837264576689336,54.694732201895526,52.11368333539432,50.32486056896416,56.68260155339364,49.06065927955851,39.49562594481191,47.27758587890325,48.01257739885215,52.78646077847724,1,1460.9166666666667,395,79.318
Gargantilla del Lozoya y Pinilla de Buitrago,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,31.24695854777108,35.99476555827849,33.53891435565382,47.23582947749071,62.68419153354532,42.48162393162396,55.64246228028139,51.55218818007371,62.28538798932877,68.03623191478596,53.44603459638558,42.03873603026507,82.1877599692004,69.12001772569789,32.8803890849095,41.037709717802606,52.61619832669868,50.23982344495981,40.62948719138115,34.05133249711755,41.51070243542756,49.7240001903761,48.96437448218724,52.03687576519928,67.97620353108894,49.70178926441352,58.09054383352002,71.94381854182163,57.87191427434022,44.68278662862529,46.383235266670944,60.914259615049495,45.38339361471625,31.33007884686461,60.105497817349786,48.77222343132031,48.737630310809,45.06756505965189,43.87974607377099,36.02600837557857,59.026780841147286,53.37756030812274,38.13968367453432,49.23300872155312,54.93243494034811,50.22418523141929,48.01257739885215,48.67119121249419,1,1388.3085714285712,361,81.426
Gascones,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,27.01731231474791,74.89142574807838,58.78490575073174,52.75255999077398,71.46185181040492,56.56538461538464,56.722633250110135,47.3995185955086,48.71717959095583,41.5462767997842,60.20826153464778,57.87034075644456,47.83517193599944,41.19550332705085,57.38527545910662,38.43864594080292,57.201727520889136,50.10045792977803,41.40910153395188,21.669029770892983,50.0,63.93085738762642,48.96437448218724,59.94121132447005,50.0,36.58051689860835,54.83247648644832,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,57.23526800108143,45.38339361471625,33.30920701408566,52.82274054156525,48.77222343132031,50.53772400534557,57.44303581273948,42.54768638305554,46.44037910513556,52.46546066212767,47.42738285044075,73.32666936499537,49.175943822014965,42.55696418726052,53.51096035784118,48.01257739885215,64.41451633221183,1,1375.955,212,80.024
Hiruela (La),49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,23.12830873136419,14.70458743687542,11.355261976451148,29.78426644380804,92.32884006989192,28.529487179487205,58.26218727607293,67.38770152921533,64.76124134249989,90.18503145447578,27.048907753048795,46.29567863441556,63.52329894461316,91.20746870905224,17.514789910553784,46.78622724810779,25.10302316155597,64.582434541109,69.26925903844412,65.00708931267893,50.0,63.93085738762642,48.96437448218724,59.94121132447005,67.97620353108894,36.58051689860835,88.9349604619246,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,80.84621862583647,45.38339361471625,8.308950351114959,59.25282627515932,48.77222343132031,48.737630310809,5.47850803877184,39.24649497563031,73.13202556755564,40.80358635368175,0.0,0.0,49.52978117508409,94.52149196122816,67.46692964825289,48.01257739885215,71.83023804835724,1,934.49,75,97.734
Horcajo de la Sierra-Aoslos,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,26.70505655257841,64.01157848679419,41.31112099641741,52.11863402416228,69.83518780519978,51.07008547008549,56.99577993213579,47.3995185955086,67.7256959378391,62.36098966533439,45.90399835543222,26.94593952464061,73.75415441039704,65.55164979292853,28.319933934975023,38.79538018470484,35.8025912813337,53.09260185773898,40.60625728343831,28.892039694523973,50.0,31.96542869381321,48.96437448218724,59.94121132447005,50.0,37.67395626242545,75.54511927578051,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,69.50641771277448,45.38339361471625,19.962090879224675,53.67409999112633,48.77222343132031,50.63623659559384,35.104647310201564,40.9260484987063,59.16905444126074,55.58667028110881,52.39448751076659,35.59760910218348,49.28531352593031,64.89535268979844,52.95825483322958,48.01257739885215,58.66049681340769,1,1388.6766666666665,201,89.479
Horcajuelo de la Sierra,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,24.121849792812583,56.03766738262125,47.485640992432046,39.91465173895904,62.78884800528315,44.225641025641046,58.20259163635824,61.02782514121774,90.71706254373706,60.3947310303773,44.11160085372416,60.24508146537148,63.029814207757525,59.03479739444792,48.19794766540599,37.79652430177946,35.8025912813337,76.07226722447902,83.47054621463224,43.33805954178596,50.0,0.0,48.96437448218724,59.94121132447005,50.0,35.487077534791254,72.14395640764232,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,76.7832953040442,45.38339361471625,12.823395343107052,67.24800619024401,48.77222343132031,48.737630310809,40.66628163706542,39.70982008544437,72.669164646242,49.04786732473144,53.99374469306847,52.87747705571354,50.95797553645631,59.33371836293458,62.19947133812976,48.01257739885215,64.84981607172068,1,709.46,110,94.536
Lozoya,49.0983173689666,52.80889652148406,48.7297670605121,60.967862181360985,59.48925004332051,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,38.088198428030026,63.49892085766532,24.592064454814256,37.67443987447901,50.564517901000215,34.22222222222224,56.76484682824137,47.3995185955086,50.24427764306463,61.08093064147504,48.03392525681257,49.95453839335482,57.09375081334351,60.57809964918265,44.23125314127011,43.789659599331685,64.33477293407427,45.021792302719,39.826763147376944,36.11504961815496,41.51070243542756,47.948143040719806,48.96437448218724,41.49776168617159,0.0,40.95427435387674,42.73778414361687,58.30029015157485,46.63775808083096,44.68278662862529,46.383235266670944,41.72202178791329,45.38339361471625,25.43080879635333,42.744506284378105,48.77222343132031,48.737630310809,61.36708787863757,47.0651062037427,57.85761516420542,59.40045508135918,46.74064300156994,54.54396105248601,49.600765975662966,38.63291212136243,50.28042504772968,100.0,52.87512405537779,1,1401.0283333333334,602,85.605
Lozoyuela-Navas-Sieteiglesias,49.0983173689666,42.29394476602151,48.7297670605121,52.532706949628974,48.55777783278795,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,62.47253476472064,82.12252647722123,55.05669885399439,53.062385220987125,45.64425122959517,52.09017094017097,52.29765700129446,47.3995185955086,45.8816120891404,43.59172379595881,51.537247646514665,49.90176637760088,45.02861054638291,43.60661979411316,54.45730089010355,45.23245143022388,40.5579548901238,45.22880433447569,36.9332538945652,46.54828617451084,50.0,61.15125489251223,48.96437448218724,59.94121132447005,50.0,63.916500994035786,44.29029611812448,46.28429329190351,50.80154697801458,44.68278662862529,67.55837096217462,44.56634343343272,49.71715484299998,50.13603137448154,46.29554547848456,48.77222343132031,48.99883487154942,47.25623112841119,64.03438835068296,58.32047608551906,49.0911649043576,50.06145350364384,44.87294959690323,49.20889235946891,52.74376887158881,50.29061570757767,48.01257739885215,50.69729171822595,1,1446.878148148148,1461,68.104
Madarcos,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,22.78766608172474,27.14220115915153,47.31359156854643,44.09257424588782,52.25035992716885,39.38846153846157,57.5197249312941,47.3995185955086,79.3423582906069,70.07263815228019,35.26600279334676,41.58137856039765,66.25083527344077,70.34265239164444,34.75156728284481,36.098469300806336,37.94250490528924,61.23741710591053,55.51550520452119,31.781243663976376,49.57819175467893,36.28508122000419,48.96437448218724,4.6108624095746285,67.97620353108894,100.0,98.98671799101872,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,89.35901034768693,45.38339361471625,15.700330581906272,89.61547380982623,48.77222343132031,48.737630310809,100.0,38.95691678199651,81.46352215120123,30.94637749518354,42.42735230694987,69.43402564458665,55.24752481365803,0.0,66.80177866266335,48.01257739885215,67.86396115444914,1,1152.4285000000002,63,92.498
Montejo de la Sierra,49.0983173689666,79.97953185759931,48.7297670605121,68.66236963664825,84.56733334983639,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,31.559214309940568,32.29667817219158,42.925637511786086,39.316515510414696,55.38931831259387,34.22222222222224,56.47928438794182,47.3995185955086,59.9559560710226,41.9119317349958,43.73915461960301,36.90225983021572,49.95850687029987,45.91191988599482,39.44772502376978,34.771417913491206,39.36911398792626,62.23080888999356,55.37852838447092,39.72655457997046,61.679425733556,36.3243507884241,48.96437448218724,4.6108624095746285,58.60017545783529,100.0,46.80269452848358,70.93606138079662,62.99070318509242,44.68278662862529,46.383235266670944,45.164577517515696,85.0978883115422,22.54258038684243,54.997327288098106,48.77222343132031,49.76349015823307,50.29998971070907,43.64808351886395,70.89486444787303,42.61768050291768,43.24109199088583,40.82446545699256,49.281445933367806,49.70001028929093,53.85338694050164,67.4272352188838,52.77051833740969,1,1154.599,372,87.651
Navalafuente,49.0983173689666,57.098996837712775,48.7297670605121,63.06636421462115,53.702000049509145,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,65.68025304882545,70.02106323466042,66.67789632614338,64.35335578189913,62.03630828348514,67.19401709401711,27.28487038270849,47.3995185955086,42.29994178467551,49.60158279540322,65.58545403977195,40.33244085422128,43.07031017273049,48.25370294995516,55.75813127883291,53.47856166370776,48.64207302506696,30.36531385750933,24.71214991787957,63.562487327952745,41.51070243542756,55.112808092781385,61.723280861640426,52.56383146915064,67.97620353108894,67.19681908548708,38.677769347192246,45.67973685577096,47.92604600518192,44.68278662862529,46.383235266670944,38.28361211183861,45.38339361471625,61.81458153669253,39.36138755376687,48.77222343132031,48.737630310809,38.39288525856165,48.7446597268187,44.7432223936522,60.89515204220681,52.27689507089145,56.2000944543859,49.05435626823168,61.60711474143835,40.10018775978856,48.01257739885215,41.96834972334838,1,1640.5306666666663,1574,59.831
Navarredonda y San Mamés,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,24.916682641971303,12.496460362993073,10.491274652155951,28.746059255174544,57.87491884403904,21.35598290598292,58.145479148298335,47.3995185955086,66.92013762388824,100.0,48.66242827689201,37.85215611378649,83.07994369619426,100.0,14.750018921931307,46.97955419319012,54.44054865126908,43.73549987126377,38.31675854313384,39.14405377967765,41.51070243542756,46.49516900918285,48.96437448218724,56.37151139447681,67.97620353108894,68.29025844930418,93.52380629042408,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,84.7324931075508,45.38339361471625,25.83453964929572,85.06335274016102,48.77222343132031,48.737630310809,48.62962393411514,39.13066369817678,60.17191977077364,49.29996096885847,43.94194293254165,43.24573490788404,49.47297584331066,51.37037606588486,55.35443380197403,48.01257739885215,58.70272376362876,1,1424.9554838709676,138,85.319
Olmeda de las Fuentes,49.0983173689666,79.97953185759931,48.7297670605121,68.66236963664825,84.56733334983639,48.46789721672274,48.9251581669976,50.0,48.96177193079584,95.4002493838526,47.64108417247635,42.18699491585716,47.41250383643788,44.43102244469432,49.07094160469786,81.50406569145613,31.74048102010533,100.0,31.672761859820387,66.79077031667322,61.19308398878758,62.09892538824728,73.93843561821302,61.23803418803423,53.70312083789921,51.38652317005117,53.13994859374985,45.09815123814519,49.26765340733888,87.61616696974403,45.19620630625746,47.23896615638061,44.75638163601114,36.8384380467286,40.897623719323086,56.35831323054206,42.43402731059432,51.59292802593568,50.0,50.23138794742076,48.96437448218724,59.94121132447005,67.97620353108894,57.3558648111332,46.6895087721612,70.58422353250839,52.03075061521506,44.68278662862529,46.383235266670944,51.01182689320763,45.38339361471625,70.88440926450659,50.42304313755579,48.77222343132031,49.7525767556009,36.36139444152951,43.011011492869606,69.12056424950407,79.5244009082293,49.40763953793808,58.762812686914536,49.081278466071744,63.638605558470495,49.426085067475945,48.01257739885215,57.69444302138187,1,1359.7142857142858,376,53.406
